DATAFLOW,LAST UPDATE,freq,age,sex,unit,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG
ESTAT:DEMO_R_MWK_05(1.0),17/01/23 23:00:00,W,Y_LT5,T,NR,HR,2015-W36,2,
ESTAT:DEMO_R_MWK_05(1.0),17/01/23 23:00:00,W,TOTAL,T,NR,HR,2015-W37,909,
ESTAT:DEMO_R_MWK_05(1.0),17/01/23 23:00:00,W,UNK,T,NR,HR,2015-W37,0,
ESTAT:DEMO_R_MWK_05(1.0),17/01/23 23:00:00,W,Y10-14,T,NR,HR,2015-W37,0,
ESTAT:DEMO_R_MWK_05(1.0),17/01/23 23:00:00,W,Y15-19,T,NR,HR,2015-W37,0,
ESTAT:DEMO_R_MWK_05(1.0),17/01/23 23:00:00,W,Y20-24,T,NR,HR,2015-W37,3,
ESTAT:DEMO_R_MWK_05(1.0),17/01/23 23:00:00,W,Y25-29,T,NR,HR,2015-W37,1,
ESTAT:DEMO_R_MWK_05(1.0),17/01/23 23:00:00,W,Y30-34,T,NR,HR,2015-W37,3,
ESTAT:DEMO_R_MWK_05(1.0),17/01/23 23:00:00,W,Y35-39,T,NR,HR,2015-W37,6,
ESTAT:DEMO_R_MWK_05(1.0),17/01/23 23:00:00,W,Y40-44,T,NR,HR,2015-W37,6,
ESTAT:DEMO_R_MWK_05(1.0),17/01/23 23:00:00,W,Y45-49,T,NR,HR,2015-W37,10,
ESTAT:DEMO_R_MWK_05(1.0),17/01/23 23:00:00,W,Y5-9,T,NR,HR,2015-W37,0,
ESTAT:DEMO_R_MWK_05(1.0),17/01/23 23:00:00,W,Y50-54,T,NR,HR,2015-W37,27,
ESTAT:DEMO_R_MWK_05(1.0),17/01/23 23:00:00,W,Y55-59,T,NR,HR,2015-W37,49,
ESTAT:DEMO_R_MWK_05(1.0),17/01/23 23:00:00,W,Y60-64,T,NR,HR,2015-W37,64,
ESTAT:DEMO_R_MWK_05(1.0),17/01/23 23:00:00,W,Y65-69,T,NR,HR,2015-W37,67,
ESTAT:DEMO_R_MWK_05(1.0),17/01/23 23:00:00,W,Y70-74,T,NR,HR,2015-W37,104,
ESTAT:DEMO_R_MWK_05(1.0),17/01/23 23:00:00,W,Y75-79,T,NR,HR,2015-W37,150,
ESTAT:DEMO_R_MWK_05(1.0),17/01/23 23:00:00,W,Y80-84,T,NR,HR,2015-W37,181,
ESTAT:DEMO_R_MWK_05(1.0),17/01/23 23:00:00,W,Y85-89,T,NR,HR,2015-W37,152,
ESTAT:DEMO_R_MWK_05(1.0),17/01/23 23:00:00,W,Y_GE90,T,NR,HR,2015-W37,83,
ESTAT:DEMO_R_MWK_05(1.0),17/01/23 23:00:00,W,Y_LT5,T,NR,HR,2015-W37,3,
ESTAT:DEMO_R_MWK_05(1.0),17/01/23 23:00:00,W,TOTAL,T,NR,HR,2015-W38,1057,
ESTAT:DEMO_R_MWK_05(1.0),17/01/23 23:00:00,W,UNK,T,NR,HR,2015-W38,0,
ESTAT:DEMO_R_MWK_05(1.0),17/01/23 23:00:00,W,Y10-14,T,NR,HR,2015-W38,0,
ESTAT:DEMO_R_MWK_05(1.0),17/01/23 23:00:00,W,Y15-19,T,NR,HR,2015-W38,1,
ESTAT:DEMO_R_MWK_05(1.0),17/01/23 23:00:00,W,Y20-24,T,NR,HR,2015-W38,4,
ESTAT:DEMO_R_MWK_05(1.0),17/01/23 23:00:00,W,Y25-29,T,NR,HR,2015-W38,5,
ESTAT:DEMO_R_MWK_05(1.0),17/01/23 23:00:00,W,Y30-34,T,NR,HR,2015-W38,4,
ESTAT:DEMO_R_MWK_05(1.0),17/01/23 23:00:00,W,Y35-39,T,NR,HR,2015-W38,3,
ESTAT:DEMO_R_MWK_05(1.0),17/01/23 23:00:00,W,Y40-44,T,NR,HR,2015-W38,13,
ESTAT:DEMO_R_MWK_05(1.0),17/01/23 23:00:00,W,Y45-49,T,NR,HR,2015-W38,14,
ESTAT:DEMO_R_MWK_05(1.0),17/01/23 23:00:00,W,Y5-9,T,NR,HR,2015-W38,0,
ESTAT:DEMO_R_MWK_05(1.0),17/01/23 23:00:00,W,Y50-54,T,NR,HR,2015-W38,17,
ESTAT:DEMO_R_MWK_05(1.0),17/01/23 23:00:00,W,Y55-59,T,NR,HR,2015-W38,46,
ESTAT:DEMO_R_MWK_05(1.0),17/01/23 23:00:00,W,Y60-64,T,NR,HR,2015-W38,72,
ESTAT:DEMO_R_MWK_05(1.0),17/01/23 23:00:00,W,Y65-69,T,NR,HR,2015-W38,92,
ESTAT:DEMO_R_MWK_05(1.0),17/01/23 23:00:00,W,Y70-74,T,NR,HR,2015-W38,106,
ESTAT:DEMO_R_MWK_05(1.0),17/01/23 23:00:00,W,Y75-79,T,NR,HR,2015-W38,160,
ESTAT:DEMO_R_MWK_05(1.0),17/01/23 23:00:00,W,Y80-84,T,NR,HR,2015-W38,231,
ESTAT:DEMO_R_MWK_05(1.0),17/01/23 23:00:00,W,Y85-89,T,NR,HR,2015-W38,184,
ESTAT:DEMO_R_MWK_05(1.0),17/01/23 23:00:00,W,Y_GE90,T,NR,HR,2015-W38,104,
ESTAT:DEMO_R_MWK_05(1.0),17/01/23 23:00:00,W,Y_LT5,T,NR,HR,2015-W38,1,
ESTAT:DEMO_R_MWK_05(1.0),17/01/23 23:00:00,W,TOTAL,T,NR,HR,2015-W39,891,
ESTAT:DEMO_R_MWK_05(1.0),17/01/23 23:00:00,W,UNK,T,NR,HR,2015-W39,0,
ESTAT:DEMO_R_MWK_05(1.0),17/01/23 23:00:00,W,Y10-14,T,NR,HR,2015-W39,1,
ESTAT:DEMO_R_MWK_05(1.0),17/01/23 23:00:00,W,Y15-19,T,NR,HR,2015-W39,0,
ESTAT:DEMO_R_MWK_05(1.0),17/01/23 23:00:00,W,Y20-24,T,NR,HR,2015-W39,5,
ESTAT:DEMO_R_MWK_05(1.0),17/01/23 23:00:00,W,Y25-29,T,NR,HR,2015-W39,6,
ESTAT:DEMO_R_MWK_05(1.0),17/01/23 23:00:00,W,Y30-34,T,NR,HR,2015-W39,2,
ESTAT:DEMO_R_MWK_05(1.0),17/01/23 23:00:00,W,Y35-39,T,NR,HR,2015-W39,3,
ESTAT:DEMO_R_MWK_05(1.0),17/01/23 23:00:00,W,Y40-44,T,NR,HR,2015-W39,6,
ESTAT:DEMO_R_MWK_05(1.0),17/01/23 23:00:00,W,Y45-49,T,NR,HR,2015-W39,13,
ESTAT:DEMO_R_MWK_05(1.0),17/01/23 23:00:00,W,Y5-9,T,NR,HR,2015-W39,0,
ESTAT:DEMO_R_MWK_05(1.0),17/01/23 23:00:00,W,Y50-54,T,NR,HR,2015-W39,22,
ESTAT:DEMO_R_MWK_05(1.0),17/01/23 23:00:00,W,Y55-59,T,NR,HR,2015-W39,44,
ESTAT:DEMO_R_MWK_05(1.0),17/01/23 23:00:00,W,Y60-64,T,NR,HR,2015-W39,66,
ESTAT:DEMO_R_MWK_05(1.0),17/01/23 23:00:00,W,Y65-69,T,NR,HR,2015-W39,93,
ESTAT:DEMO_R_MWK_05(1.0),17/01/23 23:00:00,W,Y70-74,T,NR,HR,2015-W39,100,
ESTAT:DEMO_R_MWK_05(1.0),17/01/23 23:00:00,W,Y75-79,T,NR,HR,2015-W39,117,
ESTAT:DEMO_R_MWK_05(1.0),17/01/23 23:00:00,W,Y80-84,T,NR,HR,2015-W39,185,
ESTAT:DEMO_R_MWK_05(1.0),17/01/23 23:00:00,W,Y85-89,T,NR,HR,2015-W39,139,
ESTAT:DEMO_R_MWK_05(1.0),17/01/23 23:00:00,W,Y_GE90,T,NR,HR,2015-W39,87,
ESTAT:DEMO_R_MWK_05(1.0),17/01/23 23:00:00,W,Y_LT5,T,NR,HR,2015-W39,2,
ESTAT:DEMO_R_MWK_05(1.0),17/01/23 23:00:00,W,TOTAL,T,NR,HR,2015-W40,927,
ESTAT:DEMO_R_MWK_05(1.0),17/01/23 23:00:00,W,UNK,T,NR,HR,2015-W40,0,
ESTAT:DEMO_R_MWK_05(1.0),17/01/23 23:00:00,W,Y10-14,T,NR,HR,2015-W40,1,
ESTAT:DEMO_R_MWK_05(1.0),17/01/23 23:00:00,W,Y15-19,T,NR,HR,2015-W40,0,
ESTAT:DEMO_R_MWK_05(1.0),17/01/23 23:00:00,W,Y20-24,T,NR,HR,2015-W40,1,
ESTAT:DEMO_R_MWK_05(1.0),17/01/23 23:00:00,W,Y25-29,T,NR,HR,2015-W40,3,
ESTAT:DEMO_R_MWK_05(1.0),17/01/23 23:00:00,W,Y30-34,T,NR,HR,2015-W40,4,
ESTAT:DEMO_R_MWK_05(1.0),17/01/23 23:00:00,W,Y35-39,T,NR,HR,2015-W40,3,
ESTAT:DEMO_R_MWK_05(1.0),17/01/23 23:00:00,W,Y40-44,T,NR,HR,2015-W40,3,
ESTAT:DEMO_R_MWK_05(1.0),17/01/23 23:00:00,W,Y45-49,T,NR,HR,2015-W40,15,
ESTAT:DEMO_R_MWK_05(1.0),17/01/23 23:00:00,W,Y5-9,T,NR,HR,2015-W40,1,
ESTAT:DEMO_R_MWK_05(1.0),17/01/23 23:00:00,W,Y50-54,T,NR,HR,2015-W40,27,
ESTAT:DEMO_R_MWK_05(1.0),17/01/23 23:00:00,W,Y55-59,T,NR,HR,2015-W40,51,
ESTAT:DEMO_R_MWK_05(1.0),17/01/23 23:00:00,W,Y60-64,T,NR,HR,2015-W40,75,
ESTAT:DEMO_R_MWK_05(1.0),17/01/23 23:00:00,W,Y65-69,T,NR,HR,2015-W40,76,
ESTAT:DEMO_R_MWK_05(1.0),17/01/23 23:00:00,W,Y70-74,T,NR,HR,2015-W40,90,
ESTAT:DEMO_R_MWK_05(1.0),17/01/23 23:00:00,W,Y75-79,T,NR,HR,2015-W40,157,
ESTAT:DEMO_R_MWK_05(1.0),17/01/23 23:00:00,W,Y80-84,T,NR,HR,2015-W40,178,
ESTAT:DEMO_R_MWK_05(1.0),17/01/23 23:00:00,W,Y85-89,T,NR,HR,2015-W40,152,
ESTAT:DEMO_R_MWK_05(1.0),17/01/23 23:00:00,W,Y_GE90,T,NR,HR,2015-W40,85,
ESTAT:DEMO_R_MWK_05(1.0),17/01/23 23:00:00,W,Y_LT5,T,NR,HR,2015-W40,5,
ESTAT:DEMO_R_MWK_05(1.0),17/01/23 23:00:00,W,TOTAL,T,NR,HR,2015-W41,914,
ESTAT:DEMO_R_MWK_05(1.0),17/01/23 23:00:00,W,UNK,T,NR,HR,2015-W41,0,
ESTAT:DEMO_R_MWK_05(1.0),17/01/23 23:00:00,W,Y10-14,T,NR,HR,2015-W41,0,
ESTAT:DEMO_R_MWK_05(1.0),17/01/23 23:00:00,W,Y15-19,T,NR,HR,2015-W41,0,
ESTAT:DEMO_R_MWK_05(1.0),17/01/23 23:00:00,W,Y20-24,T,NR,HR,2015-W41,1,
ESTAT:DEMO_R_MWK_05(1.0),17/01/23 23:00:00,W,Y25-29,T,NR,HR,2015-W41,2,
ESTAT:DEMO_R_MWK_05(1.0),17/01/23 23:00:00,W,Y30-34,T,NR,HR,2015-W41,1,
ESTAT:DEMO_R_MWK_05(1.0),17/01/23 23:00:00,W,Y35-39,T,NR,HR,2015-W41,1,
ESTAT:DEMO_R_MWK_05(1.0),17/01/23 23:00:00,W,Y40-44,T,NR,HR,2015-W41,6,
ESTAT:DEMO_R_MWK_05(1.0),17/01/23 23:00:00,W,Y45-49,T,NR,HR,2015-W41,13,
ESTAT:DEMO_R_MWK_05(1.0),17/01/23 23:00:00,W,Y5-9,T,NR,HR,2015-W41,0,
ESTAT:DEMO_R_MWK_05(1.0),17/01/23 23:00:00,W,Y50-54,T,NR,HR,2015-W41,25,
ESTAT:DEMO_R_MWK_05(1.0),17/01/23 23:00:00,W,Y55-59,T,NR,HR,2015-W41,38,
ESTAT:DEMO_R_MWK_05(1.0),17/01/23 23:00:00,W,Y60-64,T,NR,HR,2015-W41,55,
ESTAT:DEMO_R_MWK_05(1.0),17/01/23 23:00:00,W,Y65-69,T,NR,HR,2015-W41,78,
ESTAT:DEMO_R_MWK_05(1.0),17/01/23 23:00:00,W,Y70-74,T,NR,HR,2015-W41,100,
ESTAT:DEMO_R_MWK_05(1.0),17/01/23 23:00:00,W,Y75-79,T,NR,HR,2015-W41,160,
ESTAT:DEMO_R_MWK_05(1.0),17/01/23 23:00:00,W,Y80-84,T,NR,HR,2015-W41,177,
ESTAT:DEMO_R_MWK_05(1.0),17/01/23 23:00:00,W,Y85-89,T,NR,HR,2015-W41,150,
ESTAT:DEMO_R_MWK_05(1.0),17/01/23 23:00:00,W,Y_GE90,T,NR,HR,2015-W41,105,
ESTAT:DEMO_R_MWK_05(1.0),17/01/23 23:00:00,W,Y_LT5,T,NR,HR,2015-W41,2,
ESTAT:DEMO_R_MWK_05(1.0),17/01/23 23:00:00,W,TOTAL,T,NR,HR,2015-W42,945,
ESTAT:DEMO_R_MWK_05(1.0),17/01/23 23:00:00,W,UNK,T,NR,HR,2015-W42,0,
ESTAT:DEMO_R_MWK_05(1.0),17/01/23 23:00:00,W,Y10-14,T,NR,HR,2015-W42,0,
ESTAT:DEMO_R_MWK_05(1.0),17/01/23 23:00:00,W,Y15-19,T,NR,HR,2015-W42,0,
ESTAT:DEMO_R_MWK_05(1.0),17/01/23 23:00:00,W,Y20-24,T,NR,HR,2015-W42,3,
ESTAT:DEMO_R_MWK_05(1.0),17/01/23 23:00:00,W,Y25-29,T,NR,HR,2015-W42,3,
ESTAT:DEMO_R_MWK_05(1.0),17/01/23 23:00:00,W,Y30-34,T,NR,HR,2015-W42,1,
ESTAT:DEMO_R_MWK_05(1.0),17/01/23 23:00:00,W,Y35-39,T,NR,HR,2015-W42,8,
ESTAT:DEMO_R_MWK_05(1.0),17/01/23 23:00:00,W,Y40-44,T,NR,HR,2015-W42,8,
ESTAT:DEMO_R_MWK_05(1.0),17/01/23 23:00:00,W,Y45-49,T,NR,HR,2015-W42,9,
ESTAT:DEMO_R_MWK_05(1.0),17/01/23 23:00:00,W,Y5-9,T,NR,HR,2015-W42,0,
ESTAT:DEMO_R_MWK_05(1.0),17/01/23 23:00:00,W,Y50-54,T,NR,HR,2015-W42,16,
ESTAT:DEMO_R_MWK_05(1.0),17/01/23 23:00:00,W,Y55-59,T,NR,HR,2015-W42,38,
ESTAT:DEMO_R_MWK_05(1.0),17/01/23 23:00:00,W,Y60-64,T,NR,HR,2015-W42,66,
ESTAT:DEMO_R_MWK_05(1.0),17/01/23 23:00:00,W,Y65-69,T,NR,HR,2015-W42,83,
ESTAT:DEMO_R_MWK_05(1.0),17/01/23 23:00:00,W,Y70-74,T,NR,HR,2015-W42,90,
ESTAT:DEMO_R_MWK_05(1.0),17/01/23 23:00:00,W,Y75-79,T,NR,HR,2015-W42,155,
ESTAT:DEMO_R_MWK_05(1.0),17/01/23 23:00:00,W,Y80-84,T,NR,HR,2015-W42,195,
ESTAT:DEMO_R_MWK_05(1.0),17/01/23 23:00:00,W,Y85-89,T,NR,HR,2015-W42,184,
ESTAT:DEMO_R_MWK_05(1.0),17/01/23 23:00:00,W,Y_GE90,T,NR,HR,2015-W42,82,
ESTAT:DEMO_R_MWK_05(1.0),17/01/23 23:00:00,W,Y_LT5,T,NR,HR,2015-W42,4,
ESTAT:DEMO_R_MWK_05(1.0),17/01/23 23:00:00,W,TOTAL,T,NR,HR,2015-W43,949,
ESTAT:DEMO_R_MWK_05(1.0),17/01/23 23:00:00,W,UNK,T,NR,HR,2015-W43,0,
ESTAT:DEMO_R_MWK_05(1.0),17/01/23 23:00:00,W,Y10-14,T,NR,HR,2015-W43,1,
ESTAT:DEMO_R_MWK_05(1.0),17/01/23 23:00:00,W,Y15-19,T,NR,HR,2015-W43,1,
ESTAT:DEMO_R_MWK_05(1.0),17/01/23 23:00:00,W,Y20-24,T,NR,HR,2015-W43,4,
ESTAT:DEMO_R_MWK_05(1.0),17/01/23 23:00:00,W,Y25-29,T,NR,HR,2015-W43,2,
ESTAT:DEMO_R_MWK_05(1.0),17/01/23 23:00:00,W,Y30-34,T,NR,HR,2015-W43,4,
ESTAT:DEMO_R_MWK_05(1.0),17/01/23 23:00:00,W,Y35-39,T,NR,HR,2015-W43,8,
ESTAT:DEMO_R_MWK_05(1.0),17/01/23 23:00:00,W,Y40-44,T,NR,HR,2015-W43,0,
ESTAT:DEMO_R_MWK_05(1.0),17/01/23 23:00:00,W,Y45-49,T,NR,HR,2015-W43,11,
ESTAT:DEMO_R_MWK_05(1.0),17/01/23 23:00:00,W,Y5-9,T,NR,HR,2015-W43,0,
ESTAT:DEMO_R_MWK_05(1.0),17/01/23 23:00:00,W,Y50-54,T,NR,HR,2015-W43,34,
ESTAT:DEMO_R_MWK_05(1.0),17/01/23 23:00:00,W,Y55-59,T,NR,HR,2015-W43,49,
ESTAT:DEMO_R_MWK_05(1.0),17/01/23 23:00:00,W,Y60-64,T,NR,HR,2015-W43,69,
ESTAT:DEMO_R_MWK_05(1.0),17/01/23 23:00:00,W,Y65-69,T,NR,HR,2015-W43,62,
ESTAT:DEMO_R_MWK_05(1.0),17/01/23 23:00:00,W,Y70-74,T,NR,HR,2015-W43,84,
ESTAT:DEMO_R_MWK_05(1.0),17/01/23 23:00:00,W,Y75-79,T,NR,HR,2015-W43,152,
ESTAT:DEMO_R_MWK_05(1.0),17/01/23 23:00:00,W,Y80-84,T,NR,HR,2015-W43,230,
ESTAT:DEMO_R_MWK_05(1.0),17/01/23 23:00:00,W,Y85-89,T,NR,HR,2015-W43,140,
ESTAT:DEMO_R_MWK_05(1.0),17/01/23 23:00:00,W,Y_GE90,T,NR,HR,2015-W43,94,
ESTAT:DEMO_R_MWK_05(1.0),17/01/23 23:00:00,W,Y_LT5,T,NR,HR,2015-W43,4,
ESTAT:DEMO_R_MWK_05(1.0),17/01/23 23:00:00,W,TOTAL,T,NR,HR,2015-W44,953,
ESTAT:DEMO_R_MWK_05(1.0),17/01/23 23:00:00,W,UNK,T,NR,HR,2015-W44,0,
ESTAT:DEMO_R_MWK_05(1.0),17/01/23 23:00:00,W,Y10-14,T,NR,HR,2015-W44,1,
ESTAT:DEMO_R_MWK_05(1.0),17/01/23 23:00:00,W,Y15-19,T,NR,HR,2015-W44,1,
ESTAT:DEMO_R_MWK_05(1.0),17/01/23 23:00:00,W,Y20-24,T,NR,HR,2015-W44,3,
ESTAT:DEMO_R_MWK_05(1.0),17/01/23 23:00:00,W,Y25-29,T,NR,HR,2015-W44,4,
ESTAT:DEMO_R_MWK_05(1.0),17/01/23 23:00:00,W,Y30-34,T,NR,HR,2015-W44,3,
ESTAT:DEMO_R_MWK_05(1.0),17/01/23 23:00:00,W,Y35-39,T,NR,HR,2015-W44,6,
ESTAT:DEMO_R_MWK_05(1.0),17/01/23 23:00:00,W,Y40-44,T,NR,HR,2015-W44,4,
ESTAT:DEMO_R_MWK_05(1.0),17/01/23 23:00:00,W,Y45-49,T,NR,HR,2015-W44,23,
ESTAT:DEMO_R_MWK_05(1.0),17/01/23 23:00:00,W,Y5-9,T,NR,HR,2015-W44,1,
ESTAT:DEMO_R_MWK_05(1.0),17/01/23 23:00:00,W,Y50-54,T,NR,HR,2015-W44,27,
ESTAT:DEMO_R_MWK_05(1.0),17/01/23 23:00:00,W,Y55-59,T,NR,HR,2015-W44,42,
ESTAT:DEMO_R_MWK_05(1.0),17/01/23 23:00:00,W,Y60-64,T,NR,HR,2015-W44,79,
ESTAT:DEMO_R_MWK_05(1.0),17/01/23 23:00:00,W,Y65-69,T,NR,HR,2015-W44,81,
ESTAT:DEMO_R_MWK_05(1.0),17/01/23 23:00:00,W,Y70-74,T,NR,HR,2015-W44,84,
ESTAT:DEMO_R_MWK_05(1.0),17/01/23 23:00:00,W,Y75-79,T,NR,HR,2015-W44,134,
ESTAT:DEMO_R_MWK_05(1.0),17/01/23 23:00:00,W,Y80-84,T,NR,HR,2015-W44,201,
ESTAT:DEMO_R_MWK_05(1.0),17/01/23 23:00:00,W,Y85-89,T,NR,HR,2015-W44,157,
ESTAT:DEMO_R_MWK_05(1.0),17/01/23 23:00:00,W,Y_GE90,T,NR,HR,2015-W44,99,
ESTAT:DEMO_R_MWK_05(1.0),17/01/23 23:00:00,W,Y_LT5,T,NR,HR,2015-W44,3,
ESTAT:DEMO_R_MWK_05(1.0),17/01/23 23:00:00,W,TOTAL,T,NR,HR,2015-W45,1004,
ESTAT:DEMO_R_MWK_05(1.0),17/01/23 23:00:00,W,UNK,T,NR,HR,2015-W45,0,
ESTAT:DEMO_R_MWK_05(1.0),17/01/23 23:00:00,W,Y10-14,T,NR,HR,2015-W45,0,
ESTAT:DEMO_R_MWK_05(1.0),17/01/23 23:00:00,W,Y15-19,T,NR,HR,2015-W45,1,
ESTAT:DEMO_R_MWK_05(1.0),17/01/23 23:00:00,W,Y20-24,T,NR,HR,2015-W45,0,
ESTAT:DEMO_R_MWK_05(1.0),17/01/23 23:00:00,W,Y25-29,T,NR,HR,2015-W45,2,
ESTAT:DEMO_R_MWK_05(1.0),17/01/23 23:00:00,W,Y30-34,T,NR,HR,2015-W45,5,
ESTAT:DEMO_R_MWK_05(1.0),17/01/23 23:00:00,W,Y35-39,T,NR,HR,2015-W45,6,
ESTAT:DEMO_R_MWK_05(1.0),17/01/23 23:00:00,W,Y40-44,T,NR,HR,2015-W45,5,
ESTAT:DEMO_R_MWK_05(1.0),17/01/23 23:00:00,W,Y45-49,T,NR,HR,2015-W45,14,
ESTAT:DEMO_R_MWK_05(1.0),17/01/23 23:00:00,W,Y5-9,T,NR,HR,2015-W45,0,
ESTAT:DEMO_R_MWK_05(1.0),17/01/23 23:00:00,W,Y50-54,T,NR,HR,2015-W45,27,
ESTAT:DEMO_R_MWK_05(1.0),17/01/23 23:00:00,W,Y55-59,T,NR,HR,2015-W45,47,
ESTAT:DEMO_R_MWK_05(1.0),17/01/23 23:00:00,W,Y60-64,T,NR,HR,2015-W45,71,
ESTAT:DEMO_R_MWK_05(1.0),17/01/23 23:00:00,W,Y65-69,T,NR,HR,2015-W45,93,
ESTAT:DEMO_R_MWK_05(1.0),17/01/23 23:00:00,W,Y70-74,T,NR,HR,2015-W45,98,
ESTAT:DEMO_R_MWK_05(1.0),17/01/23 23:00:00,W,Y75-79,T,NR,HR,2015-W45,158,
ESTAT:DEMO_R_MWK_05(1.0),17/01/23 23:00:00,W,Y80-84,T,NR,HR,2015-W45,213,
ESTAT:DEMO_R_MWK_05(1.0),17/01/23 23:00:00,W,Y85-89,T,NR,HR,2015-W45,185,
ESTAT:DEMO_R_MWK_05(1.0),17/01/23 23:00:00,W,Y_GE90,T,NR,HR,2015-W45,77,
ESTAT:DEMO_R_MWK_05(1.0),17/01/23 23:00:00,W,Y_LT5,T,NR,HR,2015-W45,2,
ESTAT:DEMO_R_MWK_05(1.0),17/01/23 23:00:00,W,TOTAL,T,NR,HR,2015-W46,951,
ESTAT:DEMO_R_MWK_05(1.0),17/01/23 23:00:00,W,UNK,T,NR,HR,2015-W46,0,
ESTAT:DEMO_R_MWK_05(1.0),17/01/23 23:00:00,W,Y10-14,T,NR,HR,2015-W46,0,
ESTAT:DEMO_R_MWK_05(1.0),17/01/23 23:00:00,W,Y15-19,T,NR,HR,2015-W46,0,
ESTAT:DEMO_R_MWK_05(1.0),17/01/23 23:00:00,W,Y20-24,T,NR,HR,2015-W46,2,
ESTAT:DEMO_R_MWK_05(1.0),17/01/23 23:00:00,W,Y25-29,T,NR,HR,2015-W46,2,
ESTAT:DEMO_R_MWK_05(1.0),17/01/23 23:00:00,W,Y30-34,T,NR,HR,2015-W46,1,
ESTAT:DEMO_R_MWK_05(1.0),17/01/23 23:00:00,W,Y35-39,T,NR,HR,2015-W46,9,
ESTAT:DEMO_R_MWK_05(1.0),17/01/23 23:00:00,W,Y40-44,T,NR,HR,2015-W46,10,
ESTAT:DEMO_R_MWK_05(1.0),17/01/23 23:00:00,W,Y45-49,T,NR,HR,2015-W46,14,
ESTAT:DEMO_R_MWK_05(1.0),17/01/23 23:00:00,W,Y5-9,T,NR,HR,2015-W46,1,
ESTAT:DEMO_R_MWK_05(1.0),17/01/23 23:00:00,W,Y50-54,T,NR,HR,2015-W46,35,
ESTAT:DEMO_R_MWK_05(1.0),17/01/23 23:00:00,W,Y55-59,T,NR,HR,2015-W46,47,
ESTAT:DEMO_R_MWK_05(1.0),17/01/23 23:00:00,W,Y60-64,T,NR,HR,2015-W46,57,
ESTAT:DEMO_R_MWK_05(1.0),17/01/23 23:00:00,W,Y65-69,T,NR,HR,2015-W46,78,
ESTAT:DEMO_R_MWK_05(1.0),17/01/23 23:00:00,W,Y70-74,T,NR,HR,2015-W46,90,
ESTAT:DEMO_R_MWK_05(1.0),17/01/23 23:00:00,W,Y75-79,T,NR,HR,2015-W46,148,
ESTAT:DEMO_R_MWK_05(1.0),17/01/23 23:00:00,W,Y80-84,T,NR,HR,2015-W46,185,
ESTAT:DEMO_R_MWK_05(1.0),17/01/23 23:00:00,W,Y85-89,T,NR,HR,2015-W46,172,
ESTAT:DEMO_R_MWK_05(1.0),17/01/23 23:00:00,W,Y_GE90,T,NR,HR,2015-W46,99,
ESTAT:DEMO_R_MWK_05(1.0),17/01/23 23:00:00,W,Y_LT5,T,NR,HR,2015-W46,1,
ESTAT:DEMO_R_MWK_05(1.0),17/01/23 23:00:00,W,TOTAL,T,NR,HR,2015-W47,938,
ESTAT:DEMO_R_MWK_05(1.0),17/01/23 23:00:00,W,UNK,T,NR,HR,2015-W47,0,
ESTAT:DEMO_R_MWK_05(1.0),17/01/23 23:00:00,W,Y10-14,T,NR,HR,2015-W47,1,
ESTAT:DEMO_R_MWK_05(1.0),17/01/23 23:00:00,W,Y15-19,T,NR,HR,2015-W47,4,
ESTAT:DEMO_R_MWK_05(1.0),17/01/23 23:00:00,W,Y20-24,T,NR,HR,2015-W47,2,
ESTAT:DEMO_R_MWK_05(1.0),17/01/23 23:00:00,W,Y25-29,T,NR,HR,2015-W47,1,
ESTAT:DEMO_R_MWK_05(1.0),17/01/23 23:00:00,W,Y30-34,T,NR,HR,2015-W47,4,
ESTAT:DEMO_R_MWK_05(1.0),17/01/23 23:00:00,W,Y35-39,T,NR,HR,2015-W47,8,
ESTAT:DEMO_R_MWK_05(1.0),17/01/23 23:00:00,W,Y40-44,T,NR,HR,2015-W47,9,
ESTAT:DEMO_R_MWK_05(1.0),17/01/23 23:00:00,W,Y45-49,T,NR,HR,2015-W47,13,
ESTAT:DEMO_R_MWK_05(1.0),17/01/23 23:00:00,W,Y5-9,T,NR,HR,2015-W47,0,
ESTAT:DEMO_R_MWK_05(1.0),17/01/23 23:00:00,W,Y50-54,T,NR,HR,2015-W47,24,
ESTAT:DEMO_R_MWK_05(1.0),17/01/23 23:00:00,W,Y55-59,T,NR,HR,2015-W47,40,
ESTAT:DEMO_R_MWK_05(1.0),17/01/23 23:00:00,W,Y60-64,T,NR,HR,2015-W47,49,
ESTAT:DEMO_R_MWK_05(1.0),17/01/23 23:00:00,W,Y65-69,T,NR,HR,2015-W47,81,
ESTAT:DEMO_R_MWK_05(1.0),17/01/23 23:00:00,W,Y70-74,T,NR,HR,2015-W47,88,
ESTAT:DEMO_R_MWK_05(1.0),17/01/23 23:00:00,W,Y75-79,T,NR,HR,2015-W47,153,
ESTAT:DEMO_R_MWK_05(1.0),17/01/23 23:00:00,W,Y80-84,T,NR,HR,2015-W47,193,
ESTAT:DEMO_R_MWK_05(1.0),17/01/23 23:00:00,W,Y85-89,T,NR,HR,2015-W47,158,
ESTAT:DEMO_R_MWK_05(1.0),17/01/23 23:00:00,W,Y_GE90,T,NR,HR,2015-W47,104,
ESTAT:DEMO_R_MWK_05(1.0),17/01/23 23:00:00,W,Y_LT5,T,NR,HR,2015-W47,6,
